proto,state,service,dur,sbytes,dbytes,spkts,dpkts,sload,dload,sttl,dttl,smean,dmean,sinpkt,label
udp,REQ,-,7e-06,78,0,2,0,44571428.0,0.0,254,0,39,0,43706.568,1
ospf,REQ,-,0.621469,1088,0,4,0,10504.14356,0.0,254,0,272,0,391.36,1
tcp,FIN,http,1.021032,1580,10168,12,18,11353.21973,75249.35938,31,29,132,565,92.790003,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,ftp,1.413157,2934,3740,52,54,16292.59863,20781.83789,31,29,56,69,27.702843,0
udp,CON,dns,0.001365,146,178,2,2,427838.8125,521611.7188,31,29,73,89,0.009,0
tcp,FIN,ssh,0.006097,3728,5474,32,24,4739380.0,6883385.0,31,29,117,228,0.196677,0
tcp,FIN,smtp,0.540836,37938,3484,54,44,550791.75,50366.47266,31,29,703,79,10.196679,0
tcp,FIN,ssh,0.137679,3728,5474,32,24,209879.5156,304825.0,31,29,117,228,4.441258,0
udp,CON,dns,0.001005,130,162,2,2,517412.9375,644776.125,31,29,65,81,0.009,0
tcp,FIN,http,1.648581,824,1170,10,10,3600.672363,5109.849121,62,252,82,117,183.175667,0
tcp,FIN,-,0.688864,636,354,10,8,6654.434082,3600.130127,254,252,64,44,75.053889,1
udp,CON,dns,0.001161,130,162,2,2,447889.75,558139.5625,31,29,65,81,0.009,0
tcp,FIN,ftp-data,0.005005,424,8824,8,12,593007.0,12929470.0,31,29,53,735,0.670143,0
tcp,FIN,-,0.207186,738,268,10,6,25677.41016,8649.233398,254,252,74,45,21.063,0
udp,CON,-,0.001771,528,304,4,4,1788819.875,1029926.625,31,29,132,76,0.442667,0
tcp,FIN,-,0.006323,1958,2308,22,24,2364700.25,2798671.5,31,29,89,96,0.283524,0
tcp,FIN,-,0.774232,608,646,10,10,5662.385742,6013.70166,254,252,61,65,85.923778,0
tcp,FIN,-,9.861899,24120,1094788,428,858,19520.7832,887060.75,31,29,56,1276,23.095052,0
ifmp,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
tcp,FIN,ssh,0.673933,9504,12402,108,116,111773.7188,145961.0938,31,29,88,107,6.295467,0
udp,CON,dns,0.001417,146,178,2,2,412138.3438,502470.0313,31,29,73,89,0.01,0
udp,INT,dns,6e-06,114,0,2,0,76000000.0,0.0,254,0,57,0,0.006,1
tcp,FIN,-,0.098979,5174,83812,90,92,413582.6875,6700492.5,31,29,57,911,1.108674,0
udp,CON,dns,0.000934,130,162,2,2,556745.1875,693790.125,31,29,65,81,0.001,0
tcp,FIN,-,0.788953,7820,15306,122,126,78646.0,153976.2188,31,29,64,121,6.517405,0
tcp,FIN,ssh,0.022903,9504,12298,108,114,3289001.5,4258307.0,31,29,88,108,0.215086,0
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,smtp,0.021239,37372,3276,52,40,13806300.0,1203446.5,31,29,719,82,0.42651,0
tcp,FIN,-,0.869849,18526,440,22,10,162639.7188,3642.01123,254,252,842,44,41.9686,0
udp,CON,dns,0.001008,146,178,2,2,579365.0625,706349.1875,31,29,73,89,0.015,0
tcp,FIN,http,1.328682,51099,526,46,12,300984.0,2908.145264,254,252,1111,44,28.230933,1
tcp,FIN,-,0.647955,564,354,10,8,6272.040527,3827.42627,254,252,56,44,70.678333,1
tcp,FIN,ftp-data,0.002879,320,1838,6,8,741924.25,4470997.0,31,29,53,230,0.5132,0
tcp,FIN,-,2.357689,1540,1644,16,18,4899.713379,5269.567383,31,29,96,91,157.155535,0
unas,INT,-,1e-05,200,0,2,0,80000000.0,0.0,254,0,100,0,0.01,1
udp,INT,dns,7e-06,114,0,2,0,65142856.0,0.0,254,0,57,0,0.007,1
tcp,FIN,-,0.948912,4894,372,12,8,37828.58594,2748.410645,254,252,408,47,86.264728,1
tcp,FIN,http,1.005967,1580,10168,12,18,11523.24023,76376.25781,31,29,132,565,91.419726,0
tcp,FIN,-,0.850684,2558,23162,40,42,23463.47266,212638.2969,31,29,64,551,21.804949,0
udp,INT,dns,7e-06,114,0,2,0,65142856.0,0.0,254,0,57,0,0.007,1
cbt,INT,-,1.051516,360,0,4,0,2054.177002,0.0,254,0,90,0,350.505344,1
tcp,FIN,-,0.569134,534,268,10,6,6761.149414,3148.643311,254,252,53,45,61.247778,0
tcp,CON,-,0.182744,986,86,6,2,35984.76563,1882.414795,62,252,164,43,36.5488,0
tcp,FIN,-,0.602532,1026,762,12,8,12493.94141,8855.960938,254,252,86,95,51.729545,1
udp,INT,dns,6e-06,114,0,2,0,76000000.0,0.0,254,0,57,0,0.006,1
udp,CON,dns,0.000979,146,178,2,2,596527.0625,727272.75,31,29,73,89,0.009,0
tcp,FIN,smtp,0.030006,37808,3380,54,42,9893488.0,879824.0,31,29,700,80,0.543981,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
argus,INT,-,3e-06,180,0,2,0,239999984.0,0.0,254,0,90,0,0.003,1
tcp,FIN,smtp,0.488159,37808,3380,54,42,608129.75,54080.73828,31,29,700,80,9.203377,0
tcp,FIN,http,1.072688,1580,10168,12,18,10806.49707,71625.67188,31,29,132,565,97.485912,0
udp,INT,-,5e-06,78,0,2,0,62400000.0,0.0,254,0,39,0,0.005,0
tcp,FIN,smtp,0.912978,12561,1862,28,20,106140.5625,15500.9209,62,252,449,93,33.805037,1
tcp,FIN,http,1.004732,1580,10168,12,18,11537.40527,76470.14063,31,29,132,565,91.305001,0
udp,CON,dns,0.001116,146,178,2,2,523297.5,637992.8125,31,29,73,89,0.009,0
udp,INT,-,8e-06,168,0,2,0,84000000.0,0.0,254,0,84,0,0.008,1
tcp,FIN,ftp-data,0.127338,320,1826,6,8,16774.25391,100394.2188,31,29,53,228,25.4054,0
tcp,FIN,-,0.041099,5174,83812,90,92,996033.9375,16136840.0,31,29,57,911,0.461023,0
tcp,FIN,http,0.216047,786,1254,10,8,26216.51758,40657.82031,62,252,79,157,23.902778,1
tcp,FIN,-,0.030969,4238,63516,72,74,1079789.5,16185993.0,31,29,59,858,0.430014,0
udp,CON,dns,0.000952,146,178,2,2,613445.375,747899.1875,31,29,73,89,0.009,0
tcp,FIN,-,0.86663,24556,850,28,16,218584.625,7357.234375,254,252,877,53,32.097407,0
tcp,FIN,-,0.007988,2054,2478,22,24,1963945.875,2378567.75,31,29,93,103,0.364524,0
tcp,FIN,-,1.657583,135649,956,112,22,648838.6875,4406.416016,254,252,1211,43,14.760973,0
leaf-1,INT,-,8e-06,200,0,2,0,100000000.0,0.0,254,0,100,0,0.008,1
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,ftp-data,0.004469,8928,320,14,6,14841800.0,477959.2813,31,29,638,53,0.343769,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,-,0.005734,1958,2308,22,24,2607603.75,3086152.75,31,29,89,96,0.255714,0
tcp,FIN,-,0.053691,2542,23612,40,44,369372.9063,3438341.75,31,29,64,537,1.404368,0
tcp,FIN,-,0.701637,2030,828,12,10,21218.94922,8505.822266,254,252,169,83,63.700276,1
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,ftp-data,0.002782,320,1910,6,8,767792.9375,4808052.0,31,29,53,239,0.4942,0
udp,CON,dns,0.001055,130,162,2,2,492891.0,614218.0,31,29,65,81,0.008,0
tcp,FIN,http,0.425407,1996,268,10,6,33793.51953,4212.436523,254,252,200,45,46.51,1
tcp,FIN,-,0.00377,1366,1936,20,18,2754376.5,3881167.0,31,29,68,108,0.198421,0
tcp,FIN,-,0.284608,1186,738,12,8,30582.41406,18158.30859,254,252,99,92,24.701728,0
arp,INT,-,59.99136,92,0,2,0,6.134217,0.0,0,0,46,0,59991.36,0
tcp,FIN,ssh,2.197865,12472,12820,70,62,44748.88281,45913.64844,31,29,178,207,31.853116,0
tcp,FIN,-,0.102577,3718,45592,62,60,285366.125,3496534.25,31,29,60,760,1.67518,0
tcp,FIN,-,0.013363,1540,1644,16,18,864476.5625,929731.375,31,29,96,91,0.870133,0
udp,CON,dns,0.001078,146,178,2,2,541744.0,660482.4375,31,29,73,89,0.009,0
tcp,FIN,http,0.975361,852,6090,10,10,6291.003906,44955.66406,62,252,85,609,108.373444,1
tcp,CON,-,1.723298,978,86,6,2,3783.443359,199.617249,62,252,163,43,344.6596,0
udp,CON,-,0.001674,528,304,4,4,1892473.0,1089605.75,31,29,132,76,0.430667,0
sun-nd,INT,-,1e-06,200,0,2,0,800000000.0,0.0,254,0,100,0,0.001,1
udp,CON,dns,0.001093,146,178,2,2,534309.1875,651418.0625,31,29,73,89,0.009,0
tcp,FIN,http,30.535084,17226,1087900,322,746,4499.218262,284640.9688,31,29,53,1458,95.421211,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
tcp,FIN,-,0.004644,3936,2456,18,18,6404823.5,3996554.75,31,29,219,136,0.255235,0
mux,INT,-,1.150377,400,0,4,0,2086.272461,0.0,254,0,100,0,383.459,1
tcp,FIN,http,1.073118,1684,10168,14,18,11659.48242,71596.97656,31,29,120,565,82.520846,0
tcp,FIN,smtp,0.750643,28026,1864,36,22,290396.375,18970.40234,62,252,779,85,21.446942,1
tcp,FIN,-,0.012901,2542,19266,40,40,1537245.25,11648710.0,31,29,64,482,0.32259,0
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
udp,CON,-,0.0045,568,304,4,4,757333.375,405333.3438,31,29,142,76,1.163,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.073206,2024,4312,24,24,212004.4844,451656.9688,31,29,84,180,3.168043,0
tcp,FIN,http,1.24039,1684,10168,14,18,10087.15039,61941.8125,31,29,120,565,95.388228,0
udp,CON,-,0.08136,568,320,4,4,41887.90625,23598.82031,31,29,142,80,22.005334,0
tcp,FIN,-,0.907137,534,268,10,6,4241.91748,1975.445923,254,252,53,45,93.461111,0
tcp,FIN,-,0.734301,534,354,10,8,5240.35791,3377.361816,254,252,53,44,79.607333,1
tcp,FIN,http,1.412712,816,1062,10,8,4162.207031,5266.466309,62,252,82,133,156.968,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
trunk-2,INT,-,7e-06,200,0,2,0,114285712.0,0.0,254,0,100,0,0.007,1
tcp,FIN,ssh,0.006018,3728,5474,32,24,4801595.0,6973745.0,31,29,117,228,0.2006,0
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
udp,CON,dns,0.001016,146,178,2,2,574803.125,700787.375,31,29,73,89,0.007,0
tcp,FIN,-,0.044941,3598,48710,60,62,629981.5,8531185.0,31,29,60,786,0.78293,0
tcp,FIN,http,1.380116,19514,1087890,366,746,112807.9063,6297627.0,31,29,53,1458,3.780156,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.886609,2516,354,10,8,20437.41992,2797.174316,254,252,252,44,91.908333,1
tcp,FIN,-,0.770509,1186,724,12,8,11296.42871,6582.661621,254,252,99,91,67.714908,1
tcp,FIN,-,0.075818,5174,83812,90,92,539924.5625,8747368.0,31,29,57,911,0.84836,0
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,smtp,0.212818,37914,3380,54,42,1398829.125,124049.6563,31,29,702,80,4.009151,0
tcp,CON,-,59.95715,318542,16426,854,382,42452.85156,2185.961182,254,252,373,43,70.30551,1
udp,CON,dns,0.001099,146,178,2,2,531392.1875,647861.6875,31,29,73,89,0.008,0
udp,INT,-,3e-06,168,0,2,0,224000000.0,0.0,254,0,84,0,0.003,1
udp,CON,dns,0.001054,146,178,2,2,554079.6875,675521.8125,31,29,73,89,0.008,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
udp,CON,-,0.0047,568,320,4,4,725106.375,408510.6563,31,29,142,80,1.208667,0
tcp,FIN,ftp,1.133374,774,682,14,12,5075.112305,4418.665039,254,252,55,57,85.922156,0
udp,INT,-,1e-06,104,0,2,0,416000000.0,0.0,254,0,52,0,0.001,0
tcp,FIN,-,0.124193,1470,1728,22,14,90439.88281,103387.4688,31,29,67,123,5.913952,0
tcp,FIN,-,0.550961,642,268,10,6,8392.608398,3252.498779,254,252,64,45,61.217889,0
tcp,FIN,ssh,6.147997,9504,12298,108,114,12252.44629,15863.37793,31,29,88,108,58.549449,0
tcp,FIN,http,0.49108,902,268,10,6,13227.98731,3649.100098,254,252,90,45,50.726778,1
udp,CON,-,0.00451,568,312,4,4,755654.125,415077.625,31,29,142,78,1.219333,0
tcp,FIN,ftp-data,0.047539,8928,424,14,8,1395233.375,62432.94922,31,29,638,53,3.656846,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
udp,CON,-,0.004422,568,312,4,4,770692.0,423337.8438,31,29,142,78,1.174667,0
tcp,FIN,http,1.009933,1684,10168,14,18,12388.94043,76076.33594,31,29,120,565,77.660387,0
udp,INT,dns,7e-06,114,0,2,0,65142856.0,0.0,254,0,57,0,0.007,1
tcp,CON,-,0.084568,986,86,6,2,77759.90625,4067.732422,62,252,164,43,16.9136,0
udp,CON,dns,0.001082,146,178,2,2,539741.25,658040.6875,31,29,73,89,0.009,0
tcp,FIN,ftp,2.350397,2934,3742,52,54,9795.791016,12501.7168,31,29,56,69,46.080176,0
tcp,FIN,ftp,1.408775,17352,854,22,16,94061.86719,4548.632812,254,252,789,53,67.084524,0
tcp,FIN,-,2.037911,1234,828,12,10,4443.766113,2928.489014,254,252,103,83,185.148097,0
tcp,FIN,-,0.568028,994,820,12,10,12844.4375,10393.85449,254,252,83,82,51.638908,1
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.612,0
tcp,FIN,smtp,1.546544,75116,2202,74,28,383311.4375,10987.07813,62,252,1015,79,21.185534,1
udp,CON,dns,0.000969,132,164,2,2,544891.625,676986.625,31,29,66,82,0.001,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.7,0
tcp,FIN,http,0.717584,68199,612,60,14,747653.25,6343.508301,254,252,1137,44,11.887542,0
tcp,FIN,-,0.842098,1010,268,10,6,8635.574219,2128.018311,254,252,101,45,93.424444,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,1.127492,564,354,10,8,3604.460205,2199.572266,254,252,56,44,123.056222,1
udp,INT,-,1e-05,2098,0,2,0,839200000.0,0.0,254,0,1049,0,0.01,1
tcp,FIN,-,0.309788,4376,2976,26,28,108667.8672,74115.20313,31,29,168,106,12.37848,0
tcp,FIN,-,0.016674,2958,32642,48,50,1389948.375,15348446.0,31,29,62,653,0.346553,0
qnx,INT,-,1e-05,200,0,2,0,80000000.0,0.0,254,0,100,0,0.01,1
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.644,0
udp,CON,-,0.004394,568,312,4,4,775603.125,426035.5,31,29,142,78,1.180667,0
tcp,FIN,-,0.016896,2958,32642,48,50,1371685.625,15146780.0,31,29,62,653,0.352957,0
tcp,FIN,http,0.736938,824,1144,10,10,8054.95166,11181.40234,62,252,82,114,81.882,0
tcp,FIN,-,0.016797,2958,32642,48,50,1379770.125,15236054.0,31,29,62,653,0.358413,0
tcp,FIN,ftp-data,0.060374,8928,320,14,6,1098618.625,35379.46875,31,29,638,53,4.644154,0
tcp,FIN,http,0.842939,822,1056,10,8,7023.046387,8769.317383,62,252,82,132,93.558333,0
tcp,FIN,-,0.017833,1540,1644,16,18,647787.8125,696685.9375,31,29,96,91,1.1686,0
tcp,FIN,-,0.275141,4152,2872,26,26,116100.4688,80307.91406,31,29,160,110,10.9928,0
tcp,FIN,-,0.018099,1540,1644,16,18,638267.3125,686446.75,31,29,96,91,1.184267,0
tcp,FIN,-,0.126887,3926,57474,66,68,243807.5,3570358.0,31,29,59,845,1.977609,0
tcp,FIN,-,0.040827,1470,1728,22,14,275112.0625,314497.7813,31,29,67,123,1.944143,0
tcp,FIN,-,0.126067,3848,19084,50,52,239364.7813,1187749.375,31,29,77,367,2.564816,0
tcp,FIN,smtp,1.387723,94297,2336,90,30,537571.25,13022.77246,62,252,1048,78,15.592393,1
tcp,FIN,http,0.567303,810,1298,10,8,10280.2207,16019.6582,62,252,81,162,63.033667,0
tcp,FIN,http,0.372673,37948,440,36,10,791986.5,8500.75,254,252,1054,44,9.456143,1
tcp,FIN,ftp,0.837852,2934,3742,52,54,27479.79297,35070.63281,31,29,56,69,16.734501,0
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
udp,CON,-,0.066094,568,312,4,4,51562.92188,28323.29492,31,29,142,78,17.006334,0
tcp,FIN,-,4.018139,13454,548216,234,438,26673.04492,1088991.75,31,29,57,1252,17.243648,0
tcp,FIN,-,0.03681,4014,59460,68,70,859549.0625,12738060.0,31,29,59,849,0.570187,0
iatp,INT,-,8e-06,200,0,2,0,100000000.0,0.0,254,0,100,0,0.008,1
tcp,FIN,http,0.555413,832,1074,10,8,10788.36816,13539.47363,254,252,83,134,61.712556,1
udp,INT,dns,1e-05,114,0,2,0,45600000.0,0.0,254,0,57,0,0.01,1
udp,CON,-,0.004391,568,312,4,4,776133.0,426326.5625,31,29,142,78,1.176333,0
wb-expak,INT,-,1e-05,200,0,2,0,80000000.0,0.0,254,0,100,0,0.01,1
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.030961,3614,50036,60,62,918316.625,12720261.0,31,29,60,807,0.51961,0
tcp,FIN,-,0.01089,2438,19266,38,40,1743985.375,13799817.0,31,29,64,482,0.294028,0
tcp,FIN,-,0.96445,970,642,16,12,7548.34375,4885.686035,254,252,61,54,63.029732,0
tcp,FIN,-,2.060591,2516,268,10,6,8793.59375,869.653442,254,252,252,45,223.237889,0
tcp,FIN,-,0.744912,8834,268,14,6,88096.3125,2405.653076,254,252,631,45,57.209383,0
tcp,FIN,-,0.689113,598,268,10,6,6257.318848,2600.444336,254,252,60,45,76.568111,0
tcp,FIN,http,1.008891,1684,10168,14,18,12401.73633,76154.90625,31,29,120,565,77.579767,0
tcp,FIN,-,0.500643,534,268,10,6,7686.115234,3579.396729,254,252,53,45,55.627,0
tcp,FIN,-,0.078042,1540,1644,16,18,148022.8594,159196.3281,31,29,96,91,5.1604,0
tcp,FIN,-,0.799108,586,354,10,8,5285.893555,3103.460205,254,252,59,44,80.987667,0
tcp,FIN,-,0.016334,2974,30506,48,50,1426717.375,14642342.0,31,29,62,610,0.347326,0
tcp,FIN,-,0.032336,7820,15736,122,126,1918852.0,3862444.25,31,29,64,125,0.27813,0
tcp,FIN,-,0.408685,622,268,10,6,10961.98828,4384.794922,254,252,62,45,45.349778,1
tcp,FIN,-,0.019883,2974,30506,48,50,1172056.625,12028769.0,31,29,62,610,0.41634,0
tcp,FIN,http,1.149794,1684,10168,14,18,10881.94922,66822.40625,31,29,120,565,88.420382,0
sep,INT,-,8e-06,200,0,2,0,100000000.0,0.0,254,0,100,0,0.008,1
tcp,FIN,ftp-data,0.223404,424,8824,8,12,13285.34863,289663.5625,31,29,53,735,31.86957,0
udp,INT,-,8e-06,168,0,2,0,84000000.0,0.0,254,0,84,0,0.008,1
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
tcp,FIN,-,1.239785,1276,72610,24,70,7891.691406,461841.375,62,252,53,1037,53.903694,1
tcp,FIN,ftp,0.841698,2934,3740,52,54,27354.22852,34891.375,31,29,56,69,16.82764,0
udp,CON,dns,0.001038,130,162,2,2,500963.4063,624277.4375,31,29,65,81,0.009,0
udp,INT,-,4e-06,104,0,2,0,104000000.0,0.0,254,0,52,0,0.004,0
tcp,FIN,-,7.438456,3336,432788,72,338,3538.368652,464083.4063,62,252,46,1280,104.765223,1
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.692,0
udp,CON,dns,0.001352,130,162,2,2,384615.375,479289.9375,31,29,65,81,0.005,0
tcp,FIN,http,0.921364,830,1318,10,8,6486.035645,10019.92676,62,252,83,165,102.266778,0
swipe,INT,-,6e-06,200,0,2,0,133333328.0,0.0,254,0,100,0,0.006,1
tcp,FIN,-,0.004121,1064,2260,12,12,1894685.75,4022324.75,31,29,89,188,0.344636,0
tcp,FIN,-,0.073944,4550,72810,78,80,485989.375,7778859.5,31,29,58,910,0.955922,0
tcp,FIN,ssh,0.009009,3728,5474,32,24,3207459.25,4658452.5,31,29,117,228,0.290613,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.56,0
udp,INT,-,5.8e-05,503,0,2,0,34758620.0,0.0,64,0,252,0,0.058,0
udp,CON,dns,0.001062,130,162,2,2,489642.1563,610169.4375,31,29,65,81,0.008,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.704,0
tcp,REQ,-,1e-06,90,0,2,0,360000000.0,0.0,254,0,45,0,0.001,0
tcp,FIN,ftp-data,0.222322,424,8824,8,12,13350.00586,291073.3125,31,29,53,735,31.715713,0
tcp,FIN,smtp,0.81666,7064,1918,22,20,66054.41406,17858.10547,62,252,321,96,38.88857,1
tcp,FIN,-,4.740835,13246,548216,230,438,22255.99414,922985.0625,31,29,58,1252,20.791676,0
tcp,FIN,-,0.798517,1068,734,12,8,9808.181641,6441.941895,254,252,89,92,69.734457,1
tcp,FIN,-,0.340948,4840,2976,28,28,109529.9063,67341.64844,31,29,173,106,12.616148,0
udp,INT,-,4e-06,1064,0,2,0,1064000000.0,0.0,254,0,532,0,0.004,0
tcp,FIN,ssh,0.0175,12648,13202,126,124,5736228.5,5986743.0,31,29,100,106,0.145833,0
udp,CON,dns,0.001075,146,178,2,2,543255.8125,662325.5625,31,29,73,89,0.009,0
udp,INT,-,1.1e-05,1064,0,2,0,386909088.0,0.0,254,0,532,0,0.011,0
tcp,FIN,-,0.004701,4096,2456,18,18,6584131.0,3948096.0,31,29,228,136,0.258412,0
tcp,FIN,-,0.030743,4238,63516,72,74,1087727.375,16304980.0,31,29,59,858,0.427099,0
udp,CON,dns,0.001062,146,178,2,2,549905.8125,670433.125,31,29,73,89,0.01,0
aes-sp3-d,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
udp,INT,-,4e-06,104,0,2,0,104000000.0,0.0,254,0,52,0,0.004,0
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
udp,CON,dns,0.00105,146,178,2,2,556190.5,678095.25,31,29,73,89,0.009,0
tcp,FIN,-,0.008877,2230,13500,34,36,1951109.625,11828321.0,31,29,66,375,0.259515,0
tcp,FIN,-,0.034578,2958,32642,48,50,670252.75,7401238.0,31,29,62,653,0.728511,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,-,0.028853,3614,45696,60,62,985408.8125,12465671.0,31,29,60,737,0.483712,0
tcp,FIN,-,0.040182,3614,45800,60,64,707580.5625,8976159.0,31,29,60,716,0.687448,0
tcp,FIN,http,0.401905,630,354,10,8,11286.24902,6170.612305,254,252,63,44,43.862333,0
tcp,FIN,-,0.075942,2958,33044,48,50,305180.25,3411445.5,31,29,62,661,1.609234,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,0.0,0
udp,CON,dns,0.001081,146,178,2,2,540240.5625,658649.4375,31,29,73,89,0.003,0
udp,CON,dns,0.001052,130,162,2,2,494296.5938,615969.625,31,29,65,81,0.009,0
udp,CON,dns,0.001037,146,178,2,2,563163.0,686595.9375,31,29,73,89,0.008,0
tcp,FIN,-,0.005929,1958,2308,22,24,2521841.75,2984651.5,31,29,89,96,0.27935,0
udp,INT,-,2e-06,104,0,2,0,208000000.0,0.0,254,0,52,0,0.002,0
udp,INT,-,3e-06,104,0,2,0,138666656.0,0.0,254,0,52,0,0.003,0
tcp,FIN,-,0.02317,2958,33044,48,50,1000258.938,11181355.0,31,29,62,661,0.496587,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.672,0
tcp,FIN,-,0.429824,566,268,10,6,9492.257812,4169.148438,254,252,57,45,45.325,0
tcp,FIN,-,0.108334,2054,2478,22,24,144811.4219,175383.5469,31,29,93,103,5.140048,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,0.0,0
tcp,FIN,-,2.444982,7818,15800,122,126,25371.14648,51288.71875,31,29,64,125,20.199273,0
tcp,FIN,-,0.772624,756,268,10,6,7051.29541,2319.368652,254,252,76,45,83.887333,1
udp,INT,-,1e-05,104,0,2,0,41600000.0,0.0,254,0,52,0,0.01,1
tcp,FIN,http,0.990666,790,354,10,8,5741.592285,2503.366455,254,252,79,44,106.723222,1
tcp,FIN,-,0.613589,534,268,10,6,6271.298828,2920.521729,254,252,53,45,62.951222,0
unas,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
tcp,FIN,-,0.005367,2054,2478,22,24,2923048.25,3540152.75,31,29,93,103,0.239143,0
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
udp,CON,dns,0.00103,146,178,2,2,566990.25,691262.125,31,29,73,89,0.009,0
ospf,INT,-,6.484089,5248,0,82,0,6395.964355,0.0,254,0,64,0,80.050484,1
tcp,FIN,-,0.176167,2054,2478,22,24,89051.86719,107852.2109,31,29,93,103,8.372762,0
tcp,FIN,-,0.863605,662,354,10,8,5521.04248,2871.683105,254,252,66,44,90.390667,1
unas,INT,-,2e-06,200,0,2,0,400000000.0,0.0,254,0,100,0,0.002,1
tcp,FIN,-,1.065042,3848,19084,50,52,28333.1543,140591.6406,31,29,77,367,21.728387,0
tcp,FIN,-,0.855004,534,268,10,6,4500.563477,2095.896484,254,252,53,45,94.985556,0
tcp,FIN,-,0.004778,4096,2456,18,18,6478024.0,3884470.5,31,29,228,136,0.263,0
tcp,FIN,-,1.407827,994,816,12,10,5182.455078,4176.649414,254,252,83,82,124.429722,0
tcp,FIN,http,0.914697,1134,354,10,8,8929.733398,2711.280273,254,252,113,44,101.633,1
tcp,FIN,-,0.427146,658,268,10,6,11106.27344,4195.287109,254,252,66,45,47.366222,0
tcp,FIN,-,1.710961,68199,612,60,14,313568.8125,2660.493164,254,252,1137,44,28.714763,0
tcp,FIN,http,0.003973,1052,824,8,10,1854517.875,1494085.0,31,29,132,82,0.516714,0
tcp,FIN,-,0.045812,7818,15800,122,126,1354055.75,2737274.0,31,29,64,125,0.405991,0
udp,CON,dns,0.000978,146,178,2,2,597137.0,728016.375,31,29,73,89,0.008,0
udp,CON,-,2.034334,568,312,4,4,1675.241211,920.202881,31,29,142,78,664.686312,0
udp,INT,dns,1.2e-05,114,0,2,0,38000000.0,0.0,254,0,57,0,0.012,1
tcp,FIN,smtp,0.171765,37372,3380,52,42,1707169.625,153698.375,31,29,719,80,3.361333,0
udp,INT,-,7e-06,1066,0,2,0,609142848.0,0.0,254,0,533,0,0.007,0
